corpus,model,n_samples,sampling,measure,agg,corr,p-value,type
Dailydialog,GPT-2 Medium,None,None,in_context_surprisal,agg_sum,-0.34502737588049054,0.0004389338046320168,surprisal
Dailydialog,GPT-2 Medium,None,None,in_context_surprisal,agg_variance,-0.2395885242283405,0.016357419862994358,surprisal
Dailydialog,GPT-2 Medium,None,None,in_context_surprisal,agg_max,-0.24495888650795256,0.014036122652804751,surprisal
Dailydialog,GPT-2 Medium,None,None,in_context_surprisal,agg_mean,-0.15008260067139967,0.13611580338346208,surprisal
Dailydialog,GPT-2 Medium,None,None,in_context_surprisal,agg_ldiff,-0.32236572834217886,0.0010720215107487207,surprisal
Dailydialog,GPT-2 Medium,None,None,in_context_surprisal,agg_power_0_5,-0.2923443543074892,0.003162825108308813,surprisal
Dailydialog,GPT-2 Medium,None,None,in_context_surprisal,agg_power_0_75,-0.32220797657885997,0.0010784521815706402,surprisal
Dailydialog,GPT-2 Medium,None,None,in_context_surprisal,agg_power_1_0,-0.34502737588049054,0.0004389338046320168,surprisal
Dailydialog,GPT-2 Medium,None,None,in_context_surprisal,agg_power_1_25,-0.3663724029326407,0.00017761979453201826,surprisal
Dailydialog,GPT-2 Medium,None,None,in_context_surprisal,agg_power_1_5,-0.38605496909442993,7.279976797214232e-05,surprisal
Dailydialog,GPT-2 Medium,None,None,in_context_surprisal,agg_power_1_75,-0.39416705015432896,4.9565556388574553e-05,surprisal
Dailydialog,GPT-2 Medium,None,None,in_context_surprisal,agg_power_2_0,-0.398305000253694,4.058170856137381e-05,surprisal
Dailydialog,GPT-2 Medium,None,None,in_context_surprisal,agg_power_2_25,-0.4048577658069408,2.94050823312165e-05,surprisal
Dailydialog,GPT-2 Medium,None,None,in_context_surprisal,agg_power_2_5,-0.40548270548470405,2.8505303193054192e-05,surprisal
Dailydialog,GPT-2 Medium,None,None,in_context_surprisal,agg_power_2_75,-0.4088136946409379,2.4128530983667168e-05,surprisal
Dailydialog,GPT-2 Medium,None,None,in_context_surprisal,agg_power_3_0,-0.4033105850513131,3.174833702727109e-05,surprisal
Dailydialog,GPT-2 Medium,None,None,in_context_surprisal,agg_power_3_25,-0.40093824122601723,3.5682899634251746e-05,surprisal
Dailydialog,GPT-2 Medium,None,None,in_context_surprisal,agg_power_3_5,-0.3969459081389466,4.334937299039981e-05,surprisal
Dailydialog,GPT-2 Medium,None,None,in_context_surprisal,agg_power_3_75,-0.39376053599500715,5.054173557588721e-05,surprisal
Dailydialog,GPT-2 Medium,None,None,in_context_surprisal,agg_power_4_0,-0.3854482315432034,7.48932535462928e-05,surprisal
Dailydialog,GPT-2 Medium,None,None,in_context_surprisal,agg_power_4_25,-0.3766990760545165,0.00011203097220144565,surprisal
Dailydialog,GPT-2 Medium,None,None,in_context_surprisal,agg_power_4_5,-0.3721121401672438,0.00013774376917303731,surprisal
Dailydialog,GPT-2 Medium,None,None,in_context_surprisal,agg_power_4_75,-0.3610634493594083,0.00022376954656794422,surprisal
Dailydialog,GPT-2 Medium,None,None,in_context_surprisal,agg_power_5_0,-0.3499540847964501,0.0003582155686002342,surprisal
Dailydialog,GPT-2 Small,None,None,in_context_surprisal,agg_sum,-0.32700120323354975,0.0008979628107288087,surprisal
Dailydialog,GPT-2 Small,None,None,in_context_surprisal,agg_variance,-0.26025400522311687,0.008921531557979916,surprisal
Dailydialog,GPT-2 Small,None,None,in_context_surprisal,agg_max,-0.24024220869764626,0.016058187280558998,surprisal
Dailydialog,GPT-2 Small,None,None,in_context_surprisal,agg_mean,-0.10460762120696966,0.30030975735021087,surprisal
Dailydialog,GPT-2 Small,None,None,in_context_surprisal,agg_ldiff,-0.3262488486700288,0.0009243338109516703,surprisal
Dailydialog,GPT-2 Small,None,None,in_context_surprisal,agg_power_0_5,-0.2815686953977056,0.004540527686595617,surprisal
Dailydialog,GPT-2 Small,None,None,in_context_surprisal,agg_power_0_75,-0.30291978982536794,0.0021881610257279286,surprisal
Dailydialog,GPT-2 Small,None,None,in_context_surprisal,agg_power_1_0,-0.32700120323354975,0.0008979628107288087,surprisal
Dailydialog,GPT-2 Small,None,None,in_context_surprisal,agg_power_1_25,-0.34711455305670985,0.0004028894199317667,surprisal
Dailydialog,GPT-2 Small,None,None,in_context_surprisal,agg_power_1_5,-0.35691943188453096,0.0002672380866252257,surprisal
Dailydialog,GPT-2 Small,None,None,in_context_surprisal,agg_power_1_75,-0.36976406584399707,0.00015293004964898988,surprisal
Dailydialog,GPT-2 Small,None,None,in_context_surprisal,agg_power_2_0,-0.37256112595515145,0.00013500421041883317,surprisal
Dailydialog,GPT-2 Small,None,None,in_context_surprisal,agg_power_2_25,-0.38121927081115436,9.111640707282072e-05,surprisal
Dailydialog,GPT-2 Small,None,None,in_context_surprisal,agg_power_2_5,-0.37961748367591625,9.807260904385072e-05,surprisal
Dailydialog,GPT-2 Small,None,None,in_context_surprisal,agg_power_2_75,-0.37996939145562764,9.650333578657237e-05,surprisal
Dailydialog,GPT-2 Small,None,None,in_context_surprisal,agg_power_3_0,-0.3833064479873737,8.273981914156593e-05,surprisal
Dailydialog,GPT-2 Small,None,None,in_context_surprisal,agg_power_3_25,-0.3767718845606637,0.00011166137628659348,surprisal
Dailydialog,GPT-2 Small,None,None,in_context_surprisal,agg_power_3_5,-0.37373212942901873,0.0001280951177120485,surprisal
Dailydialog,GPT-2 Small,None,None,in_context_surprisal,agg_power_3_75,-0.3701402431257575,0.00015039707750639332,surprisal
Dailydialog,GPT-2 Small,None,None,in_context_surprisal,agg_power_4_0,-0.3721060727917315,0.0001377811407989256,surprisal
Dailydialog,GPT-2 Small,None,None,in_context_surprisal,agg_power_4_25,-0.36904811553354977,0.0001578604215780967,surprisal
Dailydialog,GPT-2 Small,None,None,in_context_surprisal,agg_power_4_5,-0.36282905563347756,0.00020731642388090876,surprisal
Dailydialog,GPT-2 Small,None,None,in_context_surprisal,agg_power_4_75,-0.3526358647728715,0.0003202561936419846,surprisal
Dailydialog,GPT-2 Small,None,None,in_context_surprisal,agg_power_5_0,-0.34895903521243865,0.0003733234553722986,surprisal
Dailydialog,GPT-Neo 1.3B,None,None,in_context_surprisal,agg_sum,-0.3790350156267388,0.00010072224219062715,surprisal
Dailydialog,GPT-Neo 1.3B,None,None,in_context_surprisal,agg_variance,-0.14519836338402595,0.14947759556551096,surprisal
Dailydialog,GPT-Neo 1.3B,None,None,in_context_surprisal,agg_max,-0.19536704396782054,0.051424274982301704,surprisal
Dailydialog,GPT-Neo 1.3B,None,None,in_context_surprisal,agg_mean,-0.12487872279344875,0.21573857106076386,surprisal
Dailydialog,GPT-Neo 1.3B,None,None,in_context_surprisal,agg_ldiff,-0.35837560200747476,0.0002511460014950085,surprisal
Dailydialog,GPT-Neo 1.3B,None,None,in_context_surprisal,agg_power_0_5,-0.3175907038140259,0.0012829571536175084,surprisal
Dailydialog,GPT-Neo 1.3B,None,None,in_context_surprisal,agg_power_0_75,-0.3530666484342424,0.00031451623506527663,surprisal
Dailydialog,GPT-Neo 1.3B,None,None,in_context_surprisal,agg_power_1_0,-0.3790350156267388,0.00010072224219062715,surprisal
Dailydialog,GPT-Neo 1.3B,None,None,in_context_surprisal,agg_power_1_25,-0.4040932764923953,3.054192341925847e-05,surprisal
Dailydialog,GPT-Neo 1.3B,None,None,in_context_surprisal,agg_power_1_5,-0.42514100214444434,1.0383795525628139e-05,surprisal
Dailydialog,GPT-Neo 1.3B,None,None,in_context_surprisal,agg_power_1_75,-0.4406431465782828,4.473778324808374e-06,surprisal
Dailydialog,GPT-Neo 1.3B,None,None,in_context_surprisal,agg_power_2_0,-0.4507149899286435,2.5309488577555427e-06,surprisal
Dailydialog,GPT-Neo 1.3B,None,None,in_context_surprisal,agg_power_2_25,-0.45491968115864356,1.9844901388367887e-06,surprisal
Dailydialog,GPT-Neo 1.3B,None,None,in_context_surprisal,agg_power_2_5,-0.45670955693476184,1.7875311990930493e-06,surprisal
Dailydialog,GPT-Neo 1.3B,None,None,in_context_surprisal,agg_power_2_75,-0.45414305709307357,2.0761849841100735e-06,surprisal
Dailydialog,GPT-Neo 1.3B,None,None,in_context_surprisal,agg_power_3_0,-0.44149257914999995,4.266908763949085e-06,surprisal
Dailydialog,GPT-Neo 1.3B,None,None,in_context_surprisal,agg_power_3_25,-0.4324097180081385,7.032823449754733e-06,surprisal
Dailydialog,GPT-Neo 1.3B,None,None,in_context_surprisal,agg_power_3_5,-0.42639694887548335,9.713908162601182e-06,surprisal
Dailydialog,GPT-Neo 1.3B,None,None,in_context_surprisal,agg_power_3_75,-0.4132428787648917,1.927834098092336e-05,surprisal
Dailydialog,GPT-Neo 1.3B,None,None,in_context_surprisal,agg_power_4_0,-0.39599333018352084,4.539321274487666e-05,surprisal
Dailydialog,GPT-Neo 1.3B,None,None,in_context_surprisal,agg_power_4_25,-0.39025966032443,5.9722653711647126e-05,surprisal
Dailydialog,GPT-Neo 1.3B,None,None,in_context_surprisal,agg_power_4_5,-0.3712141685914285,0.00014337820822583422,surprisal
Dailydialog,GPT-Neo 1.3B,None,None,in_context_surprisal,agg_power_4_75,-0.3616216479065368,0.00021844182654733502,surprisal
Dailydialog,GPT-Neo 1.3B,None,None,in_context_surprisal,agg_power_5_0,-0.35932211258738805,0.00024117108455916155,surprisal
Dailydialog,GPT-2 Large,None,None,in_context_surprisal,agg_sum,-0.3630535485274314,0.0002053065627164574,surprisal
Dailydialog,GPT-2 Large,None,None,in_context_surprisal,agg_variance,-0.13052138201985566,0.19554496470808305,surprisal
Dailydialog,GPT-2 Large,None,None,in_context_surprisal,agg_max,-0.17305628048412758,0.08510174541527049,surprisal
Dailydialog,GPT-2 Large,None,None,in_context_surprisal,agg_mean,-0.07714061226294372,0.4455556431701758,surprisal
Dailydialog,GPT-2 Large,None,None,in_context_surprisal,agg_ldiff,-0.3722698919305627,0.00013677540023967948,surprisal
Dailydialog,GPT-2 Large,None,None,in_context_surprisal,agg_power_0_5,-0.31283388141240975,0.0015299350557399108,surprisal
Dailydialog,GPT-2 Large,None,None,in_context_surprisal,agg_power_0_75,-0.343346712863593,0.0004700865321924889,surprisal
Dailydialog,GPT-2 Large,None,None,in_context_surprisal,agg_power_1_0,-0.3630535485274314,0.0002053065627164574,surprisal
Dailydialog,GPT-2 Large,None,None,in_context_surprisal,agg_power_1_25,-0.3883120327849927,6.548095484893651e-05,surprisal
Dailydialog,GPT-2 Large,None,None,in_context_surprisal,agg_power_1_5,-0.40188475180593064,3.406140089484174e-05,surprisal
Dailydialog,GPT-2 Large,None,None,in_context_surprisal,agg_power_1_75,-0.40811594645702737,2.4989599999167362e-05,surprisal
Dailydialog,GPT-2 Large,None,None,in_context_surprisal,agg_power_2_0,-0.41517837155330445,1.7460106182879206e-05,surprisal
Dailydialog,GPT-2 Large,None,None,in_context_surprisal,agg_power_2_25,-0.4132974851445021,1.9224695911650962e-05,surprisal
Dailydialog,GPT-2 Large,None,None,in_context_surprisal,agg_power_2_5,-0.4091413329186002,2.3733863758815508e-05,surprisal
Dailydialog,GPT-2 Large,None,None,in_context_surprisal,agg_power_2_75,-0.3993546562173159,3.855812470805551e-05,surprisal
Dailydialog,GPT-2 Large,None,None,in_context_surprisal,agg_power_3_0,-0.3965515287306493,4.4184896038702684e-05,surprisal
Dailydialog,GPT-2 Large,None,None,in_context_surprisal,agg_power_3_25,-0.39292323817431446,5.2609163035422474e-05,surprisal
Dailydialog,GPT-2 Large,None,None,in_context_surprisal,agg_power_3_5,-0.38552710742486285,7.461796607456702e-05,surprisal
Dailydialog,GPT-2 Large,None,None,in_context_surprisal,agg_power_3_75,-0.3737806684331168,0.0001278159394638772,surprisal
Dailydialog,GPT-2 Large,None,None,in_context_surprisal,agg_power_4_0,-0.3609117649716017,0.00022523790600712367,surprisal
Dailydialog,GPT-2 Large,None,None,in_context_surprisal,agg_power_4_25,-0.34603456021552664,0.00042118569710429966,surprisal
Dailydialog,GPT-2 Large,None,None,in_context_surprisal,agg_power_4_5,-0.3349191282770562,0.0006592010208469496,surprisal
Dailydialog,GPT-2 Large,None,None,in_context_surprisal,agg_power_4_75,-0.32795984856448773,0.0008653561208128373,surprisal
Dailydialog,GPT-2 Large,None,None,in_context_surprisal,agg_power_5_0,-0.3197749589984415,0.0011821846005919258,surprisal
Dailydialog,GPT-Neo 125M,None,None,in_context_surprisal,agg_sum,-0.32238999784422795,0.001071035282183625,surprisal
Dailydialog,GPT-Neo 125M,None,None,in_context_surprisal,agg_variance,-0.3051707861404184,0.002019568408961826,surprisal
Dailydialog,GPT-Neo 125M,None,None,in_context_surprisal,agg_max,-0.3308640804401064,0.0007730593471270903,surprisal
Dailydialog,GPT-Neo 125M,None,None,in_context_surprisal,agg_mean,-0.11632372332115438,0.24910338603094534,surprisal
Dailydialog,GPT-Neo 125M,None,None,in_context_surprisal,agg_ldiff,-0.32637019618027413,0.0009200331954332684,surprisal
Dailydialog,GPT-Neo 125M,None,None,in_context_surprisal,agg_power_0_5,-0.27528896174251083,0.005570376752181337,surprisal
Dailydialog,GPT-Neo 125M,None,None,in_context_surprisal,agg_power_0_75,-0.29895172624034627,0.002516540742084628,surprisal
Dailydialog,GPT-Neo 125M,None,None,in_context_surprisal,agg_power_1_0,-0.32238999784422795,0.001071035282183625,surprisal
Dailydialog,GPT-Neo 125M,None,None,in_context_surprisal,agg_power_1_25,-0.3409561669117604,0.0005179042455497703,surprisal
Dailydialog,GPT-Neo 125M,None,None,in_context_surprisal,agg_power_1_5,-0.3631324244090909,0.00020460468361121296,surprisal
Dailydialog,GPT-Neo 125M,None,None,in_context_surprisal,agg_power_1_75,-0.3711292253342568,0.00014392211258678304,surprisal
Dailydialog,GPT-Neo 125M,None,None,in_context_surprisal,agg_power_2_0,-0.37705098383422797,0.00011025505660007456,surprisal
Dailydialog,GPT-Neo 125M,None,None,in_context_surprisal,agg_power_2_25,-0.38647361800477625,7.138717425529217e-05,surprisal
Dailydialog,GPT-Neo 125M,None,None,in_context_surprisal,agg_power_2_5,-0.3886821426912409,6.43483759270895e-05,surprisal
Dailydialog,GPT-Neo 125M,None,None,in_context_surprisal,agg_power_2_75,-0.3900897738100865,6.02054856974474e-05,surprisal
Dailydialog,GPT-Neo 125M,None,None,in_context_surprisal,agg_power_3_0,-0.39072078086336215,5.843024392253668e-05,surprisal
Dailydialog,GPT-Neo 125M,None,None,in_context_surprisal,agg_power_3_25,-0.3901625823162337,5.999811385314383e-05,surprisal
Dailydialog,GPT-Neo 125M,None,None,in_context_surprisal,agg_power_3_5,-0.3837736359018181,8.096570875090185e-05,surprisal
Dailydialog,GPT-Neo 125M,None,None,in_context_surprisal,agg_power_3_75,-0.3833246501139105,8.26700261690855e-05,surprisal
Dailydialog,GPT-Neo 125M,None,None,in_context_surprisal,agg_power_4_0,-0.38768709310722943,6.74355948847609e-05,surprisal
Dailydialog,GPT-Neo 125M,None,None,in_context_surprisal,agg_power_4_25,-0.3850417173838816,7.632709883599304e-05,surprisal
Dailydialog,GPT-Neo 125M,None,None,in_context_surprisal,agg_power_4_5,-0.38285139482395375,8.450256296867833e-05,surprisal
Dailydialog,GPT-Neo 125M,None,None,in_context_surprisal,agg_power_4_75,-0.3793323170268398,9.936162378065976e-05,surprisal
Dailydialog,GPT-Neo 125M,None,None,in_context_surprisal,agg_power_5_0,-0.3724155089428571,0.00013588712889256276,surprisal
Dailydialog,DialoGPT Small,None,None,in_context_surprisal,agg_sum,-0.3382865216863636,0.0005765532212242519,surprisal
Dailydialog,DialoGPT Small,None,None,in_context_surprisal,agg_variance,-0.22235717777350647,0.02618001692888702,surprisal
Dailydialog,DialoGPT Small,None,None,in_context_surprisal,agg_max,-0.20825052970748917,0.03760110685180807,surprisal
Dailydialog,DialoGPT Small,None,None,in_context_surprisal,agg_mean,-0.20543526746979796,0.04032060034847846,surprisal
Dailydialog,DialoGPT Small,None,None,in_context_surprisal,agg_ldiff,-0.31709317902202017,0.001306975773275573,surprisal
Dailydialog,DialoGPT Small,None,None,in_context_surprisal,agg_power_0_5,-0.29061515228649343,0.003354890206856525,surprisal
Dailydialog,DialoGPT Small,None,None,in_context_surprisal,agg_power_0_75,-0.3158190301644444,0.0013703611464209163,surprisal
Dailydialog,DialoGPT Small,None,None,in_context_surprisal,agg_power_1_0,-0.3382865216863636,0.0005765532212242519,surprisal
Dailydialog,DialoGPT Small,None,None,in_context_surprisal,agg_power_1_25,-0.34587074107669546,0.0004240267619356919,surprisal
Dailydialog,DialoGPT Small,None,None,in_context_surprisal,agg_power_1_5,-0.3564704460966233,0.0002723885134364937,surprisal
Dailydialog,DialoGPT Small,None,None,in_context_surprisal,agg_power_1_75,-0.36089963022057714,0.00022535575857416835,surprisal
Dailydialog,DialoGPT Small,None,None,in_context_surprisal,agg_power_2_0,-0.3624710804782539,0.00021055900785219215,surprisal
Dailydialog,DialoGPT Small,None,None,in_context_surprisal,agg_power_2_25,-0.35040913795987005,0.0003514958164396873,surprisal
Dailydialog,DialoGPT Small,None,None,in_context_surprisal,agg_power_2_5,-0.3478365707426695,0.00039106842833809416,surprisal
Dailydialog,DialoGPT Small,None,None,in_context_surprisal,agg_power_2_75,-0.3472419679424675,0.0004007797712321016,surprisal
Dailydialog,DialoGPT Small,None,None,in_context_surprisal,agg_power_3_0,-0.33494339777910526,0.0006585684238941238,surprisal
Dailydialog,DialoGPT Small,None,None,in_context_surprisal,agg_power_3_25,-0.33331734114181816,0.0007022035009770803,surprisal
Dailydialog,DialoGPT Small,None,None,in_context_surprisal,agg_power_3_5,-0.330732639173593,0.0007770340209195182,surprisal
Dailydialog,DialoGPT Small,None,None,in_context_surprisal,agg_power_3_75,-0.3183127214999855,0.0012488139289325941,surprisal
Dailydialog,DialoGPT Small,None,None,in_context_surprisal,agg_power_4_0,-0.3155702677684415,0.0013830573305186843,surprisal
Dailydialog,DialoGPT Small,None,None,in_context_surprisal,agg_power_4_25,-0.31226354811425683,0.0015622745292886951,surprisal
Dailydialog,DialoGPT Small,None,None,in_context_surprisal,agg_power_4_5,-0.30068092826134196,0.002368340582226721,surprisal
Dailydialog,DialoGPT Small,None,None,in_context_surprisal,agg_power_4_75,-0.29878790710151515,0.002531004999010014,surprisal
Dailydialog,DialoGPT Small,None,None,in_context_surprisal,agg_power_5_0,-0.29258098195246746,0.003137324815943462,surprisal
Dailydialog,DialoGPT Medium,None,None,in_context_surprisal,agg_sum,-0.3417570604793794,0.0005014083941742279,surprisal
Dailydialog,DialoGPT Medium,None,None,in_context_surprisal,agg_variance,-0.021387498680735927,0.8327232567105707,surprisal
Dailydialog,DialoGPT Medium,None,None,in_context_surprisal,agg_max,-0.15820966456672683,0.11592168452459174,surprisal
Dailydialog,DialoGPT Medium,None,None,in_context_surprisal,agg_mean,-0.12818544244763344,0.2037325832316164,surprisal
Dailydialog,DialoGPT Medium,None,None,in_context_surprisal,agg_ldiff,-0.3341303694604617,0.0006800657435803341,surprisal
Dailydialog,DialoGPT Medium,None,None,in_context_surprisal,agg_power_0_5,-0.30009846021216446,0.002417357856242622,surprisal
Dailydialog,DialoGPT Medium,None,None,in_context_surprisal,agg_power_0_75,-0.3274683911479942,0.0008819346893372713,surprisal
Dailydialog,DialoGPT Medium,None,None,in_context_surprisal,agg_power_1_0,-0.3417570604793794,0.0005014083941742279,surprisal
Dailydialog,DialoGPT Medium,None,None,in_context_surprisal,agg_power_1_25,-0.363296243547922,0.00020315401947059353,surprisal
Dailydialog,DialoGPT Medium,None,None,in_context_surprisal,agg_power_1_5,-0.37453302299663777,0.0001235602384847024,surprisal
Dailydialog,DialoGPT Medium,None,None,in_context_surprisal,agg_power_1_75,-0.37405370033116875,0.00012625605280273434,surprisal
Dailydialog,DialoGPT Medium,None,None,in_context_surprisal,agg_power_2_0,-0.37319820038393936,0.0001312036458072362,surprisal
Dailydialog,DialoGPT Medium,None,None,in_context_surprisal,agg_power_2_25,-0.37875591635317457,0.00010201529521150065,surprisal
Dailydialog,DialoGPT Medium,None,None,in_context_surprisal,agg_power_2_5,-0.3768628951933477,0.00011120097376487424,surprisal
Dailydialog,DialoGPT Medium,None,None,in_context_surprisal,agg_power_2_75,-0.3716934912568975,0.00014034458426890266,surprisal
Dailydialog,DialoGPT Medium,None,None,in_context_surprisal,agg_power_3_0,-0.3716449522527994,0.00014064905607068104,surprisal
Dailydialog,DialoGPT Medium,None,None,in_context_surprisal,agg_power_3_25,-0.3578780772154689,0.00025654066787970736,surprisal
Dailydialog,DialoGPT Medium,None,None,in_context_surprisal,agg_power_3_5,-0.3443174929455555,0.0004518531527584839,surprisal
Dailydialog,DialoGPT Medium,None,None,in_context_surprisal,agg_power_3_75,-0.32598188414748913,0.0009338597875141899,surprisal
Dailydialog,DialoGPT Medium,None,None,in_context_surprisal,agg_power_4_0,-0.31377432461681093,0.0014779328583742885,surprisal
Dailydialog,DialoGPT Medium,None,None,in_context_surprisal,agg_power_4_25,-0.30332023660917745,0.0021572702943876147,surprisal
Dailydialog,DialoGPT Medium,None,None,in_context_surprisal,agg_power_4_5,-0.2918953685195815,0.0032117221071755247,surprisal
Dailydialog,DialoGPT Medium,None,None,in_context_surprisal,agg_power_4_75,-0.27642962833881674,0.005369163732609778,surprisal
Dailydialog,DialoGPT Medium,None,None,in_context_surprisal,agg_power_5_0,-0.2683418167809668,0.006946911187729808,surprisal
Dailydialog,DialoGPT Large,None,None,in_context_surprisal,agg_sum,-0.3264066004333477,0.000918746574897622,surprisal
Dailydialog,DialoGPT Large,None,None,in_context_surprisal,agg_variance,-0.10480784459887443,0.2993804765616768,surprisal
Dailydialog,DialoGPT Large,None,None,in_context_surprisal,agg_max,-0.14784373910737372,0.14212334483100755,surprisal
Dailydialog,DialoGPT Large,None,None,in_context_surprisal,agg_mean,-0.13263889607363635,0.18833057197273242,surprisal
Dailydialog,DialoGPT Large,None,None,in_context_surprisal,agg_ldiff,-0.3141626366495959,0.0014569327473064441,surprisal
Dailydialog,DialoGPT Large,None,None,in_context_surprisal,agg_power_0_5,-0.2995341942895237,0.0024657132045145776,surprisal
Dailydialog,DialoGPT Large,None,None,in_context_surprisal,agg_power_0_75,-0.3162376790747908,0.0013492331206289938,surprisal
Dailydialog,DialoGPT Large,None,None,in_context_surprisal,agg_power_1_0,-0.3264066004333477,0.000918746574897622,surprisal
Dailydialog,DialoGPT Large,None,None,in_context_surprisal,agg_power_1_25,-0.3372975394778643,0.0005997826946577311,surprisal
Dailydialog,DialoGPT Large,None,None,in_context_surprisal,agg_power_1_5,-0.33760090825347755,0.0005925674897735058,surprisal
Dailydialog,DialoGPT Large,None,None,in_context_surprisal,agg_power_1_75,-0.34488782624370845,0.00044144637730925704,surprisal
Dailydialog,DialoGPT Large,None,None,in_context_surprisal,agg_power_2_0,-0.3470174750485137,0.00040450362122126574,surprisal
Dailydialog,DialoGPT Large,None,None,in_context_surprisal,agg_power_2_25,-0.33382700068484844,0.0006882502960591436,surprisal
Dailydialog,DialoGPT Large,None,None,in_context_surprisal,agg_power_2_5,-0.3240281892325396,0.0010063440631585376,surprisal
Dailydialog,DialoGPT Large,None,None,in_context_surprisal,agg_power_2_75,-0.30730650232073586,0.0018705529078463603,surprisal
Dailydialog,DialoGPT Large,None,None,in_context_surprisal,agg_power_3_0,-0.2963063505169985,0.002759460073957388,surprisal
Dailydialog,DialoGPT Large,None,None,in_context_surprisal,agg_power_3_25,-0.2848026065457431,0.004079494395630439,surprisal
Dailydialog,DialoGPT Large,None,None,in_context_surprisal,agg_power_3_5,-0.27663591910623375,0.005333472178157708,surprisal
Dailydialog,DialoGPT Large,None,None,in_context_surprisal,agg_power_3_75,-0.27032584857347763,0.006525996885871997,surprisal
Dailydialog,DialoGPT Large,None,None,in_context_surprisal,agg_power_4_0,-0.26578745169030293,0.007524072960891982,surprisal
Dailydialog,DialoGPT Large,None,None,in_context_surprisal,agg_power_4_25,-0.2581971649244588,0.009496425730286627,surprisal
Dailydialog,DialoGPT Large,None,None,in_context_surprisal,agg_power_4_5,-0.24967856970523805,0.012237998016406005,surprisal
Dailydialog,DialoGPT Large,None,None,in_context_surprisal,agg_power_4_75,-0.2471727436186724,0.013165935478977243,surprisal
Dailydialog,DialoGPT Large,None,None,in_context_surprisal,agg_power_5_0,-0.24026200291020197,0.016049200618583774,surprisal
Switchboard,GPT-2 Medium,None,None,in_context_surprisal,agg_sum,-0.31321644366904516,0.0015085841586047178,surprisal
Switchboard,GPT-2 Medium,None,None,in_context_surprisal,agg_variance,-0.350533484372222,0.0003496798973655585,surprisal
Switchboard,GPT-2 Medium,None,None,in_context_surprisal,agg_max,-0.42863095918642413,8.621674315489627e-06,surprisal
Switchboard,GPT-2 Medium,None,None,in_context_surprisal,agg_mean,-0.15367762251608294,0.1268758007617765,surprisal
Switchboard,GPT-2 Medium,None,None,in_context_surprisal,agg_ldiff,-0.29881725264791503,0.002528408470221088,surprisal
Switchboard,GPT-2 Medium,None,None,in_context_surprisal,agg_power_0_5,-0.2485448796325868,0.012650502976396628,surprisal
Switchboard,GPT-2 Medium,None,None,in_context_surprisal,agg_power_0_75,-0.28119325891144953,0.004596953614337661,surprisal
Switchboard,GPT-2 Medium,None,None,in_context_surprisal,agg_power_1_0,-0.31321644366904516,0.0015085841586047178,surprisal
Switchboard,GPT-2 Medium,None,None,in_context_surprisal,agg_power_1_25,-0.344416054874587,0.00045003875108768233,surprisal
Switchboard,GPT-2 Medium,None,None,in_context_surprisal,agg_power_1_5,-0.3712032355165704,0.00014344810732129016,surprisal
Switchboard,GPT-2 Medium,None,None,in_context_surprisal,agg_power_1_75,-0.39515299486972616,4.727056806329629e-05,surprisal
Switchboard,GPT-2 Medium,None,None,in_context_surprisal,agg_power_2_0,-0.4086127115343135,2.43736647170119e-05,surprisal
Switchboard,GPT-2 Medium,None,None,in_context_surprisal,agg_power_2_25,-0.4305846920653839,7.76222932909713e-06,surprisal
Switchboard,GPT-2 Medium,None,None,in_context_surprisal,agg_power_2_5,-0.43760610745807615,5.293432566870533e-06,surprisal
Switchboard,GPT-2 Medium,None,None,in_context_surprisal,agg_power_2_75,-0.45641604646812245,1.8185086024937263e-06,surprisal
Switchboard,GPT-2 Medium,None,None,in_context_surprisal,agg_power_3_0,-0.4714147034927519,7.402835240170701e-07,surprisal
Switchboard,GPT-2 Medium,None,None,in_context_surprisal,agg_power_3_25,-0.4844355816952959,3.274721060492477e-07,surprisal
Switchboard,GPT-2 Medium,None,None,in_context_surprisal,agg_power_3_5,-0.49354298265413904,1.8136804793224647e-07,surprisal
Switchboard,GPT-2 Medium,None,None,in_context_surprisal,agg_power_3_75,-0.4995123880350838,1.219779192439718e-07,surprisal
Switchboard,GPT-2 Medium,None,None,in_context_surprisal,agg_power_4_0,-0.5058064136482249,7.96236058321814e-08,surprisal
Switchboard,GPT-2 Medium,None,None,in_context_surprisal,agg_power_4_25,-0.5050670008971109,8.375239105073142e-08,surprisal
Switchboard,GPT-2 Medium,None,None,in_context_surprisal,agg_power_4_5,-0.5013519026841966,1.0777729414718597e-07,surprisal
Switchboard,GPT-2 Medium,None,None,in_context_surprisal,agg_power_4_75,-0.49936811237632983,1.2316402672424373e-07,surprisal
Switchboard,GPT-2 Medium,None,None,in_context_surprisal,agg_power_5_0,-0.4916734105761191,2.050439097783229e-07,surprisal
Switchboard,GPT-2 Small,None,None,in_context_surprisal,agg_sum,-0.2823715101246068,0.0044219372685943776,surprisal
Switchboard,GPT-2 Small,None,None,in_context_surprisal,agg_variance,-0.30160687500551536,0.002292260098987587,surprisal
Switchboard,GPT-2 Small,None,None,in_context_surprisal,agg_max,-0.3656226679478742,0.0001835535499054403,surprisal
Switchboard,GPT-2 Small,None,None,in_context_surprisal,agg_mean,-0.12666200541440573,0.2092029868195545,surprisal
