context_id,random_context_id,target_id,judgements,mean_acceptability,median_acceptability,real,in_context_surprisal,out_of_context_surprisal,in_context_entropies,out_of_context_entropies,in_context_deviations,out_of_context_deviations,in_context_surprisal_rnd,out_of_context_surprisal_rnd,in_context_entropies_rnd,out_of_context_entropies_rnd,in_context_deviations_rnd,out_of_context_deviations_rnd
dd13015_3,dd11421_3,dd13015_5,"[5.0, 5.0, 5.0, 4.0]",4.75,5.0,True,"[6.640681   4.04323    4.393008   0.8114542  0.03302026 5.2854037
 9.455099   1.4188547  0.65230757 4.3774896 ]","[ 6.153479    4.1329403   8.596274    3.1364      6.7715926   6.0155783
 12.979319    0.86710995  1.5238392   2.7032752 ]","[10.285295    1.1343834   5.6101027   2.8613954   1.0095451   3.5648956
  2.5094948   4.544286    1.7695194   3.4991572   6.4865494   2.744066
  0.77176905  5.339146    5.578833    4.055361    2.0905676   0.8331122
  1.8424317   4.465084    3.1645503   3.9733322   2.4690673   2.717034
  5.5833454   4.8321285   2.7695792   4.7470407   1.9258012   0.74650633
  0.84958863  4.4325204   2.1510553   5.7340555   4.361779    2.300955
  1.1347632   3.7313192   2.8507535   4.094752    3.3881288   3.6032197
  3.846085    3.6636465   2.4191499   0.3149155   2.3254702   4.2895265
  2.1634839   1.5356246   3.8517377   1.8394129 ]","[10.092838   3.9336128  3.0862026  3.0775685  4.639761   2.7521589
  4.0549145  2.1341443  1.8430877  5.020753   2.123663 ]","[3.037461   0.19714499 0.7293618  1.6076957  0.28189525 2.9599335
 5.1655726  0.74462914 0.88331705 0.5257518 ]","[3.9393592  0.19932747 5.5100718  0.05883145 2.1318316  3.2634194
 8.924404   1.2670343  0.31924844 2.3174777 ]","[ 5.1023664  3.8543296  8.515477   2.5049963  7.50633    5.053909
 11.091656   1.067623   1.777837   3.8943229]","[ 6.153479    4.1329403   8.596274    3.1364      6.7715926   6.0155783
 12.979319    0.86710995  1.5238392   2.7032752 ]","[10.285295    0.9025309   5.8970776   4.804139    2.7710156   2.216132
  4.43585     2.3459573   4.333684    3.2591507   3.7277925   3.3291051
  4.382354    2.5079575   1.8774332   6.568865    4.3244376   3.861412
  4.37398     2.5316262   1.6671181   0.66501427  1.4628263   3.6844342
  3.9494805   3.7177424   1.2051679   4.2464533   2.9771245   3.6617126
  3.4063587   3.590662    4.1119103   3.7625666   3.6104841   3.4743853
  2.825758    4.110924    2.2752516   1.8688096   5.62852     1.9651477 ]","[10.092838   3.9336128  3.0862026  3.0775685  4.639761   2.7521589
  4.0549145  2.1341443  1.8430877  5.020753   2.123663 ]","[1.5117044  0.25758076 4.7529106  1.1054878  4.0319448  2.2281508
 6.980732   1.2076286  0.09097254 1.7341971 ]","[3.9393592  0.19932747 5.5100718  0.05883145 2.1318316  3.2634194
 8.924404   1.2670343  0.31924844 2.3174777 ]"
dd13015_3,dd11170_6,dd11426_5,"[3.0, 2.0, 4.0, 3.0, 2.0, 2.0]",2.6666666666666665,2.5,False,[ 8.971594   4.0037766  2.150302  10.419336 ],[ 7.3098874  3.3081818  3.0772653 12.208526 ],"[10.285295    1.1343834   5.6101027   2.8613954   1.0095451   3.5648956
  2.5094948   4.544286    1.7695194   3.4991572   6.4865494   2.744066
  0.77176905  5.339146    5.578833    4.055361    2.0905676   0.8331122
  1.8424317   4.465084    3.1645503   3.9733322   2.4690673   2.717034
  5.5833454   4.8321285   2.7695792   4.7470407   1.9258012   0.74650633
  0.84958863  4.4325204   2.1510553   5.7340555   4.361779    2.300955
  1.1347632   3.7313192   2.8507535   4.094752    3.3881288   3.6032197
  2.7183182   2.6591775   3.610804    0.8039014 ]",[10.092838   3.2085962  2.8496401  4.4467745  1.8504295],[5.368374  1.2854583 0.5088756 6.808532 ],[2.7829509  0.09958553 0.22762513 7.761751  ],[ 8.97779    3.676825   2.6116881 10.167221 ],[ 7.3098874  3.3081818  3.0772653 12.208526 ],"[10.2825365   1.7349682   5.719246    0.71704596  3.9327073   2.6090212
  3.8630042   3.7508924   5.226578    7.966067    5.1828637   7.200605
  2.5747373   4.2057834   4.040209    3.8629954   2.1469476   3.2722545
  3.3748243   3.839313    2.0944698   1.882478    5.510592    2.6307268
  2.842106    3.8463936   2.9610739   4.6216483   3.2776985   3.047802
  2.747248    4.4771514   0.5191435 ]",[10.092838   3.2085962  2.8496401  4.4467745  1.8504295],[5.7000914 0.6290231 0.1355598 5.6900697],[2.7829509  0.09958553 0.22762513 7.761751  ]
dd13015_3,dd11869_3,dd12702_1,"[1.0, 1.0, 3.0, 2.0, 3.0]",2.0,2.0,False,"[7.269301   2.4139678  9.368299   1.7401465  2.1690173  5.1856565
 0.45597497 2.5957856  4.3249493  1.1124105  2.4572468  3.6958635 ]","[ 8.833584    6.813776   12.561232    0.8313778   2.2990978   5.4835167
  0.19524927  2.71021     4.344479    1.3006791   3.053917    4.918709  ]","[10.285295    1.1343834   5.6101027   2.8613954   1.0095451   3.5648956
  2.5094948   4.544286    1.7695194   3.4991572   6.4865494   2.744066
  0.77176905  5.339146    5.578833    4.055361    2.0905676   0.8331122
  1.8424317   4.465084    3.1645503   3.9733322   2.4690673   2.717034
  5.5833454   4.8321285   2.7695792   4.7470407   1.9258012   0.74650633
  0.84958863  4.4325204   2.1510553   5.7340555   4.361779    2.300955
  1.1347632   3.7313192   2.8507535   4.094752    3.3881288   3.6032197
  1.3575948   4.001348    2.1927226   1.607013    4.790302    1.8314697
  1.7614667   4.2794065   2.4347131   3.5337648   3.1425972   4.4466105 ]","[10.092838   1.2584023  4.1713886  1.8779707  1.9928331  5.528355
  1.0477583  1.8045573  4.249924   2.43132    2.746101   2.9365249
  4.353981 ]","[3.6660812  1.056373   5.3669505  0.45257604 0.5620043  0.39535475
 1.3754947  0.8343189  0.04554272 1.3223026  1.076518   0.5532663 ]","[1.2592545  5.5553737  8.389843   1.046593   0.30626464 0.04483843
 0.8525091  0.90565276 0.0945549  1.1306409  0.30781603 1.9821839 ]","[ 6.1927385   4.591832   11.227612    1.0633544   2.9599972   3.8823762
  0.32634005  2.7633016   5.0705276   1.2881395   3.0168974   4.9415903 ]","[ 8.833584    6.813776   12.561232    0.8313778   2.2990978   5.4835167
  0.19524927  2.71021     4.344479    1.3006791   3.053917    4.918709  ]","[10.2825365   2.662459    1.3631581   5.577359    3.5173197   1.0554067
  0.66060734  0.20151629  1.0295208   4.273238    2.5620914   4.146027
  1.4841546   4.2449155   1.8956219   5.7889714   2.446556    5.111764
  4.9452543   4.244471    2.8622034   2.963194    3.4255521   5.2854114
  0.80595666  4.049205    2.0129037   1.1360887   4.6085725   1.5261588
  1.5978739   4.4578743   2.5857303   2.334018    2.935941    4.3156333 ]","[10.092838   1.2584023  4.1713886  1.8779707  1.9928331  5.528355
  1.0477583  1.8045573  4.249924   2.43132    2.746101   2.9365249
  4.353981 ]","[0.9073272  3.7858756  7.1784067  0.9495493  1.8239084  0.7261963
 1.1998187  1.1654277  0.61265326 1.2975909  0.68287945 2.0056493 ]","[1.2592545  5.5553737  8.389843   1.046593   0.30626464 0.04483843
 0.8525091  0.90565276 0.0945549  1.1306409  0.30781603 1.9821839 ]"
dd13015_3,dd11791_5,dd12312_1,"[2.0, 2.0, 1.0]",1.6666666666666667,2.0,False,"[ 9.760637    2.1905332   0.36245826  2.5688887   0.76510984  4.8321457
  5.3202705  11.4095    ]","[ 7.2428517   2.0741932   0.18497227  4.087827    0.9035439   4.5169687
  3.2544405  12.883825  ]","[10.285295    1.1343834   5.6101027   2.8613954   1.0095451   3.5648956
  2.5094948   4.544286    1.7695194   3.4991572   6.4865494   2.744066
  0.77176905  5.339146    5.578833    4.055361    2.0905676   0.8331122
  1.8424317   4.465084    3.1645503   3.9733322   2.4690673   2.717034
  5.5833454   4.8321285   2.7695792   4.7470407   1.9258012   0.74650633
  0.84958863  4.4325204   2.1510553   5.7340555   4.361779    2.300955
  1.1347632   3.7313192   2.8507535   4.094752    3.3881288   3.6032197
  2.9137545   1.4048553   3.5254395   2.588944    3.3597064   3.3715415
  1.3689176   1.7806783 ]","[10.092838   2.9618354  1.033565   3.2808762  2.7650983  4.5920157
  3.4186084  1.727639   3.792545 ]","[ 6.1574173   0.7232213   1.042397    0.95655084  1.8238342   1.4724393
  1.948729   10.040583  ]","[ 2.8499866   0.88764215  0.84859276  0.80695105  1.8615544   0.07504702
  0.16416788 11.156186  ]","[ 8.954752    2.071989    0.18801193  3.388006    0.74208546  3.297017
  4.712634   11.4013405 ]","[ 7.2428517   2.0741932   0.18497227  4.087827    0.9035439   4.5169687
  3.2544405  12.883825  ]","[10.285295   5.9777746  3.7719643  6.4624     2.582984   5.212276
  2.8551116  5.5577474  5.315555   2.1116781  2.5793834  4.4514456
  2.0581818  4.135689   3.9324937  4.073901   2.6854582  1.037786
  3.285875   4.5135145  3.3301065  3.204565   4.3292556  4.7355227
  2.77851    2.476887   2.7861633  2.916016   0.9937563  3.3311162
  2.5561543  4.2165446  3.467071   1.2641488  1.6846373]","[10.092838   2.9618354  1.033565   3.2808762  2.7650983  4.5920157
  3.4186084  1.727639   3.792545 ]","[ 6.1685886   0.84402704  0.80574435  0.05688977  1.8140688   0.91952753
  1.245563   10.137192  ]","[ 2.8499866   0.88764215  0.84859276  0.80695105  1.8615544   0.07504702
  0.16416788 11.156186  ]"
dd13015_3,dd11869_3,dd11882_10,"[1.0, 1.0, 2.0, 1.0]",1.25,1.0,False,"[12.034244    4.3122387   0.07686947  1.3143189  10.592066    4.771114
  5.5070868   0.8728671   5.841578    3.961366    1.6364205  13.06912
  6.3074594   4.5043087   2.7563891   2.8029194   1.872963    2.2870364
  3.932886  ]","[ 8.693064    1.73972     0.15898012  4.5975976  12.706738    4.1173887
  3.5486708   0.938991    5.796979    5.597797    2.2860923  10.513289
  6.303049    4.375573    2.7697947   1.1315281   1.9389586   1.5314536
  3.453001  ]","[10.285295    1.1343834   5.6101027   2.8613954   1.0095451   3.5648956
  2.5094948   4.544286    1.7695194   3.4991572   6.4865494   2.744066
  0.77176905  5.339146    5.578833    4.055361    2.0905676   0.8331122
  1.8424317   4.465084    3.1645503   3.9733322   2.4690673   2.717034
  5.5833454   4.8321285   2.7695792   4.7470407   1.9258012   0.74650633
  0.84958863  4.4325204   2.1510553   5.7340555   4.361779    2.300955
  1.1347632   3.7313192   2.8507535   4.094752    3.3881288   3.6032197
  3.662923    0.61105     1.7861377   4.2694216   3.821185    3.3772383
  3.8800068   4.139038    4.8764143   3.7965188   5.400568    3.71104
  2.427279    4.244769    6.257354    4.643835    2.4314766   1.6317732
  4.316099  ]","[10.09284    3.3456295  0.9030886  1.7212532  4.415615   4.122899
  3.9943292  4.1471767  3.9267163  4.840098   3.9480314  5.636555
  3.5105534  2.3417468  3.9686909  4.8260784  4.0080857  2.5967007
  1.6377932  4.048834 ]","[8.431024   0.6493156  0.5341805  0.4718188  6.322644   0.94992876
 2.1298485  3.0071397  1.7025399  0.91504836 2.1600983  7.6685524
 2.5964193  2.0770297  1.48838    3.4544344  2.770872   0.14444017
 2.3011127 ]","[1.3997765e+00 1.6059095e+00 7.4410850e-01 2.8763444e+00 8.2911234e+00
 5.5103302e-03 4.4565845e-01 3.2081857e+00 1.8702626e+00 7.5769901e-01
 1.6619391e+00 4.8767343e+00 2.7924957e+00 2.0338264e+00 1.1988962e+00
 3.6945503e+00 2.0691271e+00 1.0652471e+00 1.8152078e+00]","[10.168326    3.5032425   0.11158779  3.9684021  12.016865    5.033409
  4.7614346   1.214989    6.47762     3.2357538   1.9401643  11.372583
  6.547635    3.5807388   2.920328    1.8361014   2.3511906   2.066444
  4.689441  ]","[ 8.693064    1.73972     0.15898012  4.5975976  12.706738    4.1173887
  3.5486708   0.938991    5.796979    5.597797    2.2860923  10.513289
  6.303049    4.375573    2.7697947   1.1315281   1.9389586   1.5314536
  3.453001  ]","[10.2825365   2.662459    1.3631581   5.577359    3.5173197   1.0554067
  0.66060734  0.20151629  1.0295208   4.273238    2.5620914   4.146027
  1.4841546   4.2449155   1.8956219   5.7889714   2.446556    5.111764
  4.9452543   4.244471    2.8622034   2.963194    3.4255521   5.2854114
  2.7419453   0.78226125  1.2404381   4.32904     3.486865    3.5002244
  4.2242875   4.0108886   5.289173    3.6952462   5.0416555   3.8120623
  2.8908062   3.9958444   5.510207    3.9984596   2.0422554   1.6289265
  4.4672146 ]","[10.09284    3.3456295  0.9030886  1.7212532  4.415615   4.122899
  3.9943292  4.1471767  3.9267163  4.840098   3.9480314  5.636555
  3.5105534  2.3417468  3.9686909  4.8260784  4.0080857  2.5967007
  1.6377932  4.048834 ]","[4.882915   0.7612972  0.6706735  2.727964   7.6878247  1.5465441
 1.2612102  3.0092986  2.4667315  2.0534194  1.7550819  6.330928
 2.7355728  0.6899326  1.0755165  3.6741056  1.647269   0.02418852
 3.0605147 ]","[1.3997765e+00 1.6059095e+00 7.4410850e-01 2.8763444e+00 8.2911234e+00
 5.5103302e-03 4.4565845e-01 3.2081857e+00 1.8702626e+00 7.5769901e-01
 1.6619391e+00 4.8767343e+00 2.7924957e+00 2.0338264e+00 1.1988962e+00
 3.6945503e+00 2.0691271e+00 1.0652471e+00 1.8152078e+00]"
dd13015_3,dd12341_2,dd12058_0,"[1.0, 2.0, 1.0, 4.0]",2.0,1.5,False,"[ 9.908715   9.347836   4.012328   1.6638722  9.012004   5.457968
  1.3105297  1.842896  12.590805   4.8200583  3.2969704  1.7590396
  3.717645  12.515007 ]","[ 8.2230015  8.42438    3.6380217  1.5514841 15.424513   8.115351
  2.3905382  1.812359  17.28591    2.3498387  3.784906   2.3306887
  2.8029208 15.871711 ]","[10.285295    1.1343834   5.6101027   2.8613954   1.0095451   3.5648956
  2.5094948   4.544286    1.7695194   3.4991572   6.4865494   2.744066
  0.77176905  5.339146    5.578833    4.055361    2.0905676   0.8331122
  1.8424317   4.465084    3.1645503   3.9733322   2.4690673   2.717034
  5.5833454   4.8321285   2.7695792   4.7470407   1.9258012   0.74650633
  0.84958863  4.4325204   2.1510553   5.7340555   4.361779    2.300955
  1.1347632   3.7313192   2.8507535   4.094752    3.3881288   3.6032197
  1.4446415   5.9931974   4.148203    1.2888333   5.0744915   2.936065
  2.4940448   0.7769031   1.8324798   2.8067217   1.9171985   6.1346955
  0.79785347  0.7673444 ]","[10.092838    2.078776    5.388567    3.0854526   1.740249    3.6372302
  2.2820442   2.5781116   0.81017745  3.5412843   1.642814    1.3437917
  5.3068132   0.71072733  1.9232931 ]","[ 6.3054953   7.903194    1.9808693   2.4843307   7.7231708   0.38347673
  1.6255352   0.6511488  11.813902    2.9875784   0.49024868  0.1581589
  2.4170506  11.717154  ]","[ 1.8698368   6.3456044   1.7505453   1.5339684  13.684264    4.478121
  0.10849404  0.7657527  16.475733    1.1914456   2.1420918   0.986897
  2.5038924  15.160983  ]","[11.515209  10.045269   4.444777   1.8717269  9.366309   5.165538
  1.457216   2.2904165 12.178298   5.402397   3.261654   1.7065643
  4.047396  12.030823 ]","[ 8.2230015  8.42438    3.6380217  1.5514841 15.424513   8.115351
  2.3905382  1.812359  17.28591    2.3498387  3.784906   2.3306887
  2.8029208 15.871711 ]","[10.285295    3.9720843   3.9895263   4.7752247   6.506483    0.81275105
  2.356166    3.4731364   3.9004185   3.6000612   6.230739    2.9182143
  2.6475902   3.9347813   2.9977305   1.9790857   6.510882    4.2422786
  3.5633948   3.910218    1.9876938   3.8543477   2.969091    3.0301561
  3.6127577   4.472168    3.5502      3.9946547   2.0586836   1.5919425
  4.173048    2.4259505   2.0565565   1.6706076   1.6997756   5.884342
  3.7994118   1.3595843   4.91774     3.1034517   2.6019237   0.80197287
  1.1385905   3.032525    2.3944912   5.5829806   0.92194295  0.34606254]","[10.092838    2.078776    5.388567    3.0854526   1.740249    3.6372302
  2.2820442   2.5781116   0.81017745  3.5412843   1.642814    1.3437917
  5.3068132   0.71072733  1.9232931 ]","[ 9.844602    8.345493    1.4395652   1.9276849   8.006725    0.24779797
  1.6462357   0.31150723 11.376326    4.263807    0.22912884  0.6879269
  1.5355844  11.10888   ]","[ 1.8698368   6.3456044   1.7505453   1.5339684  13.684264    4.478121
  0.10849404  0.7657527  16.475733    1.1914456   2.1420918   0.986897
  2.5038924  15.160983  ]"
dd13015_3,dd12511_3,dd11759_0,"[1.0, 1.0, 1.0, 1.0, 2.0]",1.2,1.0,False,"[6.640681   2.1095755  5.0304103  0.22441551 1.8780626  8.969793
 2.0817904  6.6359544  3.5344992  0.54857904 0.23498881 0.9690175
 3.2348967  3.425619   2.4464712 ]","[6.1534677  2.99753    3.8134382  0.14656733 1.7473865  7.1360393
 2.8921235  5.843793   3.1365132  0.2611893  0.14085515 0.7434574
 3.0574532  3.794406   6.055056  ]","[10.285295    1.1343834   5.6101027   2.8613954   1.0095451   3.5648956
  2.5094948   4.544286    1.7695194   3.4991572   6.4865494   2.744066
  0.77176905  5.339146    5.578833    4.055361    2.0905676   0.8331122
  1.8424317   4.465084    3.1645503   3.9733322   2.4690673   2.717034
  5.5833454   4.8321285   2.7695792   4.7470407   1.9258012   0.74650633
  0.84958863  4.4325204   2.1510553   5.7340555   4.361779    2.300955
  1.1347632   3.7313192   2.8507535   4.094752    3.3881288   3.6032197
  3.846085    3.008169    1.3523488   2.8620431   3.8896837   4.538303
  4.1495867   3.274027    2.1600046   1.1614735   3.9123864   6.0507383
  4.825618    1.7332848   4.377979  ]","[10.09284    3.933619   3.9495826  1.0135975  3.5896065  4.958481
  4.554392   4.497012   3.5197165  1.3762845  0.7764274  2.9823415
  5.7789254  4.3862305  1.766003   3.861783 ]","[3.037461   1.7365096  2.0222414  1.1279333  0.98398054 5.0801096
 2.4565125  2.4863677  0.26047206 1.6114256  0.9264847  2.943369
 2.8158417  1.3999989  0.7131864 ]","[3.9393725  0.93608904 0.1361444  0.86703014 1.8422201  2.1775584
 1.6622684  1.3467808  0.38320327 1.1150951  0.63557225 2.2388842
 2.7214723  0.59182453 4.289053  ]","[7.1868286  1.877302   3.7262926  2.8402982  2.1622343  8.1608515
 3.205855   6.289697   2.9795132  0.3996227  0.11796761 0.77114594
 3.136623   6.5409107  5.3523154 ]","[6.1534677  2.99753    3.8134382  0.14656733 1.7473865  7.1360393
 2.8921235  5.843793   3.1365132  0.2611893  0.14085515 0.7434574
 3.0574532  3.794406   6.055056  ]","[10.285295    3.745914    3.5215056   3.9456897   1.9339464   0.38166362
  1.7262529   1.4701214   6.7501235   3.9472122   3.1495419   5.119262
  3.19605     0.26245433  2.095542    2.180694    3.1179562   2.1790128
  0.39240757  0.19200386  2.9666657   2.5153813   1.9107639   4.731703
  5.4019957   1.9243698   1.2692453   0.8668994   3.6354787   3.953013
  3.2298508   2.4753103   3.8447466   4.9480133   4.1262093   3.4633718
  2.0454087   0.6533638   3.4428797   5.425918    3.8464162   1.4508569
  3.8200502 ]","[10.09284    3.933619   3.9495826  1.0135975  3.5896065  4.958481
  4.554392   4.497012   3.5197165  1.3762845  0.7764274  2.9823415
  5.7789254  4.3862305  1.766003   3.861783 ]","[6.319929   1.7581767  0.22672033 0.3895526  0.31307602 4.316105
 1.7421584  2.163488   0.4838586  1.645786   0.5353962  2.6717339
 2.2892952  2.6944945  3.9014585 ]","[3.9393725  0.93608904 0.1361444  0.86703014 1.8422201  2.1775584
 1.6622684  1.3467808  0.38320327 1.1150951  0.63557225 2.2388842
 2.7214723  0.59182453 4.289053  ]"
dd13015_3,dd12341_2,dd11591_5,"[1.0, 1.0, 2.0, 1.0, 4.0]",1.8,1.0,False,"[ 7.851068    9.511015    6.842209    7.3027477   0.5913863   2.7566788
  2.7885711   4.334763    2.671368    3.932701    4.533064    2.8203611
  0.10607196  3.587256    4.8350673   0.59517354 12.741216    5.6603785
  7.1777716   3.6667898   3.148591    3.1471646   5.664499    3.9412968
  8.875363    7.635677    1.7908452   0.11570282  3.009018  ]","[ 7.62826    15.615379    6.5318384   8.243321    0.73018855  2.8495364
  2.72487     3.7512736   3.460253    3.8898401   3.7342153   2.2867796
  0.07284919  3.4253376   3.854587    0.42747423 12.798148    5.286201
  7.5865717   3.3834724   3.1711726   3.0478616   5.5221357   4.009268
 10.772653    7.5832443   1.4682697   0.02514397  4.4440274 ]","[10.285295    1.1343834   5.6101027   2.8613954   1.0095451   3.5648956
  2.5094948   4.544286    1.7695194   3.4991572   6.4865494   2.744066
  0.77176905  5.339146    5.578833    4.055361    2.0905676   0.8331122
  1.8424317   4.465084    3.1645503   3.9733322   2.4690673   2.717034
  5.5833454   4.8321285   2.7695792   4.7470407   1.9258012   0.74650633
  0.84958863  4.4325204   2.1510553   5.7340555   4.361779    2.300955
  1.1347632   3.7313192   2.8507535   4.094752    3.3881288   3.6032197
  0.9001831   5.090911    3.9133532   2.3279607   4.40305     3.3850708
  4.1222234   3.1811671   3.8389769   2.8887804   2.8035536   0.51628745
  1.94734     4.6404247   1.9597085   3.976399    4.649057    5.335679
  2.6519334   5.3182216   5.7276406   3.151799    3.7250476   2.718698
  4.1183457   3.3965483   0.52913433  3.3064294   4.272283  ]","[10.09284     2.2438524   4.7470613   3.4566295   2.7166681   4.7830057
  3.2703352   4.5782156   2.6516907   3.7134883   2.58565     2.4484208
  0.36448106  1.9176747   4.492082    1.6157752   3.640581    3.682791
  5.8512287   3.604939    3.1464217   5.8058085   3.8551624   3.8544276
  2.9688916   5.0590167   3.3010306   0.15352176  2.8562555   4.138521  ]","[4.2478485  8.610832   1.751298   3.3893945  1.7365744  1.6463711
 0.5964997  0.21253967 0.50979924 0.09372425 1.6442835  0.01680756
 0.4102155  1.639916   0.19464254 1.3645349  8.764816   1.0113215
 1.8420925  1.0148563  2.1696305  2.580476   2.5126998  0.21624923
 6.1566653  3.5173311  1.6057031  0.41343153 0.29741144]","[ 2.46458    13.371527    1.7847772   4.7866917   1.9864795   1.9334693
  0.54546523  0.82694197  0.8085623   0.17635179  1.1485653   0.16164112
  0.29163188  1.5076629   0.63749504  1.188301    9.157567    1.60341
  1.735343    0.22146654  0.02475095  2.757947    1.6669734   0.15484023
  7.803761    2.5242276   1.8327609   0.1283778   1.5877719 ]","[ 8.279975    9.45962     6.6358757   6.5635223   0.5095377   3.6498415
  2.9060307   3.4797964   2.3536015   3.9673615   5.117378    3.550665
  0.0588391   3.4766097   4.4516354   0.35824588 13.238528    5.781981
  9.187273    2.9642053   3.2890701   2.7816992   5.3357887   3.6418715
  8.5226965   7.4438524   1.500634    0.07231782  2.101224  ]","[ 7.62826    15.615379    6.5318384   8.243321    0.73018855  2.8495364
  2.72487     3.7512736   3.460253    3.8898401   3.7342153   2.2867796
  0.07284919  3.4253376   3.854587    0.42747423 12.798148    5.286201
  7.5865717   3.3834724   3.1711726   3.0478616   5.5221357   4.009268
 10.772653    7.5832443   1.4682697   0.02514397  4.4440274 ]","[10.285295    3.9720843   3.9895263   4.7752247   6.506483    0.81275105
  2.356166    3.4731364   3.9004185   3.6000612   6.230739    2.9182143
  2.6475902   3.9347813   2.9977305   1.9790857   6.510882    4.2422786
  3.5633948   3.910218    1.9876938   3.8543477   2.969091    3.0301561
  3.6127577   4.472168    3.5502      3.9946547   2.0586836   1.5919425
  4.173048    2.4259505   2.0565565   1.6706076   1.3016621   4.829569
  4.080491    2.0701706   4.5437064   3.262663    4.365993    3.2813702
  3.6959567   2.3616428   2.8105893   0.29504633  2.1761727   4.5249243
  1.4691019   3.7956612   4.598776    5.021035    2.9820771   5.356325
  5.6466093   3.4121342   3.7750776   3.1220033   3.816071    3.4937963
  0.36628762  3.012458    3.6128511 ]","[10.09284     2.2438524   4.7470613   3.4566295   2.7166681   4.7830057
  3.2703352   4.5782156   2.6516907   3.7134883   2.58565     2.4484208
  0.36448106  1.9176747   4.492082    1.6157752   3.640581    3.682791
  5.8512287   3.604939    3.1464217   5.8058085   3.8551624   3.8544276
  2.9688916   5.0590167   3.3010306   0.15352176  2.8562555   4.138521  ]","[6.6093674  8.157958   1.8063068  2.4830313  1.560633   0.89386487
 0.35663223 0.8861966  0.9277687  0.27140474 2.7557354  0.7400756
 0.23620723 1.300437   0.07328892 1.110856   9.442867   1.1832051
 4.166238   0.01787186 2.067255   2.8649101  1.9236546  0.13320613
 5.400693   3.6277814  1.9931624  0.2939698  0.91123414]","[ 2.46458    13.371527    1.7847772   4.7866917   1.9864795   1.9334693
  0.54546523  0.82694197  0.8085623   0.17635179  1.1485653   0.16164112
  0.29163188  1.5076629   0.63749504  1.188301    9.157567    1.60341
  1.735343    0.22146654  0.02475095  2.757947    1.6669734   0.15484023
  7.803761    2.5242276   1.8327609   0.1283778   1.5877719 ]"
