context_id,random_context_id,time_sum_mean,time_sum_list,time_count_nonzero,time_mean,time_sum_mean_NO,time_sum_list_NO,time_count_nonzero_NO,time_mean_NO,in_context_surprisal,out_of_context_surprisal,in_context_entropies,out_of_context_entropies,in_context_deviations,out_of_context_deviations,in_context_surprisal_rnd,out_of_context_surprisal_rnd,in_context_entropies_rnd,out_of_context_entropies_rnd,in_context_deviations_rnd,out_of_context_deviations_rnd
1_0,16_1,4870.2857142857,"[4283, 7351, 6914, 3509, 4457, 3584, 2513, 5482, 1793, 5098, 6525, 3871, 4527, 4043, 4792, 4488, 4268, 5527, 4763, 8380, 4950, 4102, 6181, 4657, 11179, 5487, 6227, 5000, 2068, 2464, 4278, 3535, 3486, 3178, 8882, 4633, 5825, 5753, 2924, 6043, 8055, 3833, 8797, 4632, 2070, 5424, 5645, 6418, 1851, 4391, 3498, 3778, 4619, 5121, 5092, 6762, 7973, 6247, 4942, 5223, 4541, 5733, 3830, 2534, 6121, 4158, 6210, 5747, 4900, 4130, 2240, 4692, 4099, 2929, 3755, 7527, 4204, 2722, 6074, 3967, 3383, 8290, 3304, 2623]",15,313.4346829289,4661.1265822785,"[4283, 7351, 6914, 3509, 4457, 3584, 2513, 5482, 1793, 5098, 3871, 4527, 4043, 4792, 4488, 4268, 5527, 4763, 8380, 4950, 4102, 6181, 4657, 5487, 6227, 5000, 2068, 2464, 4278, 3535, 3486, 3178, 4633, 5825, 5753, 2924, 6043, 8055, 3833, 8797, 4632, 2070, 5424, 5645, 6418, 1851, 4391, 3498, 3778, 4619, 5121, 5092, 7973, 6247, 4942, 5223, 4541, 5733, 3830, 2534, 6121, 4158, 6210, 5747, 4900, 4130, 2240, 4692, 4099, 2929, 3755, 4204, 2722, 6074, 3967, 3383, 8290, 3304, 2623]",15,303.7078177948,"[5.3555002e+00 1.1842736e+00 4.5666161e+00 9.2184591e+00 3.8511816e-01
 9.4762235e-04 7.1534872e-01 4.1484494e+00 2.6389503e+00 3.9075670e+00
 8.6065817e+00 5.1765198e-01 4.6927218e+00 3.8305397e+00 2.2266779e+00
 1.7822740e+00 4.2211914e+00 1.9985660e+00 1.2936502e+00 2.0886464e+00
 6.5451140e+00 2.1529880e+00 8.8684587e+00 8.2777941e-01 1.2061851e+00]","[5.3555002e+00 1.1842736e+00 4.5666161e+00 9.2184591e+00 3.8511816e-01
 9.4762235e-04 7.1534872e-01 4.1484494e+00 2.6389503e+00 3.9075670e+00
 8.6065817e+00 5.1765198e-01 4.6927218e+00 3.8305397e+00 2.2266779e+00
 1.7822740e+00 4.2211914e+00 1.9985660e+00 1.2936502e+00 2.0886464e+00
 6.5451140e+00 2.1529880e+00 8.8684587e+00 8.2777941e-01 1.2061851e+00]","[6.670102   2.1307561  4.5507326  5.102913   2.0690064  0.00962359
 2.1591818  6.041083   2.5147274  3.9547899  4.480363   2.9367883
 6.2584324  1.8269479  1.9201301  2.0848715  4.316428   4.0484686
 4.9474444  2.7670448  4.510212   1.8255873  5.1122503  3.7766154
 1.7391908  4.076807  ]","[6.670102   2.1307561  4.5507326  5.102913   2.0690064  0.00962359
 2.1591818  6.041083   2.5147274  3.9547899  4.480363   2.9367883
 6.2584324  1.8269479  1.9201301  2.0848715  4.316428   4.0484686
 4.9474444  2.7670448  4.510212   1.8255873  5.1122503  3.7766154
 1.7391908  4.076807  ]","[1.3146019  0.94648254 0.01588345 4.115546   1.6838883  0.00867597
 1.4438331  1.8926334  0.12422299 0.04722285 4.126219   2.4191363
 1.5657105  2.0035918  0.30654776 0.30259752 0.09523678 2.0499024
 3.6537943  0.6783984  2.034902   0.32740068 3.7562084  2.9488358
 0.5330057 ]","[1.3146019  0.94648254 0.01588345 4.115546   1.6838883  0.00867597
 1.4438331  1.8926334  0.12422299 0.04722285 4.126219   2.4191363
 1.5657105  2.0035918  0.30654776 0.30259752 0.09523678 2.0499024
 3.6537943  0.6783984  2.034902   0.32740068 3.7562084  2.9488358
 0.5330057 ]","[10.452604    0.30354312  7.105624   10.815299    3.1887715   0.02646195
  0.8028419   6.843735    2.9920497   3.6243076   9.917124    0.3186859
  5.6260314   4.3818603   2.308022    1.3479918   3.9991279   2.178315
  1.2220628   2.1591718   6.4072866   2.397346    8.959181    0.85329115
  1.1282828 ]","[5.3555002e+00 1.1842736e+00 4.5666161e+00 9.2184591e+00 3.8511816e-01
 9.4762235e-04 7.1534872e-01 4.1484494e+00 2.6389503e+00 3.9075670e+00
 8.6065817e+00 5.1765198e-01 4.6927218e+00 3.8305397e+00 2.2266779e+00
 1.7822740e+00 4.2211914e+00 1.9985660e+00 1.2936502e+00 2.0886464e+00
 6.5451140e+00 2.1529880e+00 8.8684587e+00 8.2777941e-01 1.2061851e+00]","[6.670102   6.689391   2.2966275  5.1993966  3.871487   1.7678505
 4.37319    4.274044   0.27314338 4.9170156  2.6481216  2.5364819
 1.073969   3.9808953  1.5812105  3.7591546  4.9712067  5.249525
 1.0359493  4.8873305  4.1670957  2.5914755  6.08585    3.3436005
 0.88423085 5.724489   2.8727489  1.6595862  4.5655327  0.9245402
 3.600935   4.5487547  4.4719048  0.19170032 2.0495415  5.4605994
 3.0069776  3.958169   4.602336   2.074809   5.3264427  2.431528
 1.9670557  2.140789   4.1676836  4.2185473  5.137377   2.7650123
 4.8722696  2.0491314  5.1444993  3.8124373  1.9115041  5.2527103 ]","[6.670102   2.1307561  4.5507326  5.102913   2.0690064  0.00962359
 2.1591818  6.041083   2.5147274  3.9547899  4.480363   2.9367883
 6.2584324  1.8269479  1.9201301  2.0848715  4.316428   4.0484686
 4.9474444  2.7670448  4.510212   1.8255873  5.1122503  3.7766154
 1.7391908  4.076807  ]","[5.8870716  0.6209971  3.5046892  6.2665443  1.2831333  0.16523838
 1.2466996  1.3831358  0.01492786 0.33386135 5.314788   1.7561232
 0.29958868 1.9503322  0.34096634 0.7927972  0.16855574 2.0402324
 3.915314   0.60584044 1.535017   0.34821463 3.8146815  2.959146
 0.78322136]","[1.3146019  0.94648254 0.01588345 4.115546   1.6838883  0.00867597
 1.4438331  1.8926334  0.12422299 0.04722285 4.126219   2.4191363
 1.5657105  2.0035918  0.30654776 0.30259752 0.09523678 2.0499024
 3.6537943  0.6783984  2.034902   0.32740068 3.7562084  2.9488358
 0.5330057 ]"
1_1,54_4,2958.130952381,"[3497, 3060, 4015, 2515, 2372, 3309, 2997, 3820, 1571, 3319, 3812, 2577, 2862, 2702, 3087, 2150, 3019, 2902, 3181, 4326, 4223, 3476, 4955, 2786, 5980, 3455, 3365, 3292, 1654, 1495, 3602, 929, 2298, 2814, 4844, 3609, 3917, 2613, 2429, 3519, 5275, 2616, 3163, 3561, 2094, 855, 1794, 3531, 1952, 1967, 2406, 1355, 2592, 1944, 2756, 3095, 4186, 2856, 2728, 2929, 1060, 4961, 1538, 2308, 2585, 2648, 4770, 2303, 3383, 2242, 1782, 2723, 2273, 2788, 1524, 2880, 2569, 1421, 3313, 3507, 3646, 4409, 5970, 1877]",12,251.4783531944,2958.130952381,"[3497, 3060, 4015, 2515, 2372, 3309, 2997, 3820, 1571, 3319, 3812, 2577, 2862, 2702, 3087, 2150, 3019, 2902, 3181, 4326, 4223, 3476, 4955, 2786, 5980, 3455, 3365, 3292, 1654, 1495, 3602, 929, 2298, 2814, 4844, 3609, 3917, 2613, 2429, 3519, 5275, 2616, 3163, 3561, 2094, 855, 1794, 3531, 1952, 1967, 2406, 1355, 2592, 1944, 2756, 3095, 4186, 2856, 2728, 2929, 1060, 4961, 1538, 2308, 2585, 2648, 4770, 2303, 3383, 2242, 1782, 2723, 2273, 2788, 1524, 2880, 2569, 1421, 3313, 3507, 3646, 4409, 5970, 1877]",12,251.4783531944,"[6.2315264e+00 6.5228939e+00 6.7606621e+00 1.0318200e-03 1.3211083e+00
 6.6157728e-01 7.1426077e+00 2.0246587e+00 1.5446299e+00 4.6599144e-01
 1.4329523e+00 4.2486100e+00 2.1811230e-01 1.8580538e+00 1.7209358e+00
 3.6384812e-01 2.4755526e+00 2.4375420e+00 1.8294450e+00 2.0097485e+00
 2.3141688e-01 1.4405489e+00 1.4864531e+00]","[2.4790874e+00 9.4627857e+00 6.2022705e+00 2.0083275e-03 1.6378636e+00
 8.3677387e-01 7.8185859e+00 2.9854999e+00 1.2627562e+00 5.9811735e-01
 6.4573020e-01 2.8880568e+00 2.7505752e-01 1.5077575e+00 1.2513951e+00
 4.4984111e-01 3.4970591e+00 1.6485645e+00 2.7058678e+00 2.3184066e+00
 4.4428322e-01 1.0510167e+00 9.1433829e-01]","[6.670102   2.1307561  4.5507326  5.102913   2.0690064  0.00962359
 2.1591818  6.041083   2.5147274  3.9547899  4.480363   2.9367883
 6.2584324  1.8269479  1.9201301  2.0848715  4.316428   4.0484686
 4.947445   2.7670448  4.510212   1.8255873  5.1122503  3.7766154
 1.73919    4.0768056  5.1172323  4.3831515  0.01509857 3.7021024
 2.3898041  5.7875996  2.1758008  3.6294875  2.1406376  2.6160972
 3.0285575  1.0552132  4.5275764  3.1911967  1.1718713  4.156988
 3.4139798  4.541169   2.8401043  1.0506091  1.9330869  2.5596044
 4.6411977 ]","[6.670102   8.377939   5.5702214  0.02470383 4.4331594  2.7804627
 5.8281903  2.6474798  3.4982352  2.2182806  2.1211474  3.1617253
 1.2904713  4.1523924  2.7394967  1.391538   4.313649   3.5492065
 6.19532    3.5162928  1.6085227  3.177375   2.4420586  3.9646475 ]","[2.1547208  1.4056616  2.3775105  0.01406675 2.380994   1.7282269
 1.3550081  0.15114212 2.0848575  1.6746461  1.1831449  1.2200525
 0.8371009  2.6695228  1.4702609  0.8080232  1.6814356  0.9764378
 2.7117243  0.8303559  0.81919223 0.49253798 1.0731514 ]","[4.191015   1.0848465  0.6320491  0.02269551 2.7952957  1.9436889
 1.9903955  0.3380201  2.2354789  1.6201632  1.4754171  0.27366853
 1.0154138  2.6446347  1.4881016  0.9416969  0.8165901  1.900642
 3.4894524  1.1978862  1.1642394  2.1263585  1.5277202 ]","[ 7.752267   10.5347805  10.931065    0.23991159  2.4893942   1.614039
  8.5176325   4.1347017   3.1911774   0.7023231   1.0212814   3.3125138
  0.33857277  2.5677538   0.9908946   0.23472111  5.213121    0.81069344
  3.1851792   3.440819    1.1081225   1.6622617   0.57673603]","[2.4790874e+00 9.4627857e+00 6.2022705e+00 2.0083275e-03 1.6378636e+00
 8.3677387e-01 7.8185859e+00 2.9854999e+00 1.2627562e+00 5.9811735e-01
 6.4573020e-01 2.8880568e+00 2.7505752e-01 1.5077575e+00 1.2513951e+00
 4.4984111e-01 3.4970591e+00 1.6485645e+00 2.7058678e+00 2.3184066e+00
 4.4428322e-01 1.0510167e+00 9.1433829e-01]","[6.670102   4.4618216  5.431252   1.90828    8.147482   6.4756565
 3.0564134  4.3712015  2.4946432  2.9461498  4.554482   2.3043818
 5.1770077  5.0883584  0.3329586  2.4835448  4.3047686  4.4642363
 4.2971363  1.7405689  3.7538385  3.3132918  0.16926579 4.871084
 3.036515   1.5439019  2.435553   3.5603023  4.7905736  2.9516053
 3.9656587  3.0211322  6.929331   1.482123   2.4718742  4.1299667
 5.7449274  4.815324   0.70358264 1.7230824  1.0720723  4.079327
 2.5452552  3.4696202  4.0280023  4.3342776  3.4584577  5.3150177
 0.9232609  3.9335432  3.8645918  2.0103655  4.291332   6.109873
 1.7001799  0.62673783 4.1212525  2.202635   6.2943416  2.4295847
 3.136141   1.9392887  2.174633   3.2152874  1.7074277  4.509664
 2.6187186  1.107995   4.7658944  3.3440301  6.7297473  2.9580607
 2.3787997  4.1108937  2.1055696  4.3697248 ]","[6.670102   8.377939   5.5702214  0.02470383 4.4331594  2.7804627
 5.8281903  2.6474798  3.4982352  2.2182806  2.1211474  3.1617253
 1.2904713  4.1523924  2.7394967  1.391538   4.313649   3.5492065
 6.19532    3.5162928  1.6085227  3.177375   2.4420586  3.9646475 ]","[3.460935   4.4249077  9.230885   0.38682625 1.6318583  0.5885961
 2.223291   1.705117   0.05503631 1.2369657  1.1533517  0.09722638
 1.368855   1.9419103  1.6278241  0.8732739  0.44722652 2.5333366
 3.544568   0.48275828 1.2706772  2.448632   1.5288336 ]","[4.191015   1.0848465  0.6320491  0.02269551 2.7952957  1.9436889
 1.9903955  0.3380201  2.2354789  1.6201632  1.4754171  0.27366853
 1.0154138  2.6446347  1.4881016  0.9416969  0.8165901  1.900642
 3.4894524  1.1978862  1.1642394  2.1263585  1.5277202 ]"
1_2,20_2,2672.5,"[2309, 3241, 6035, 2780, 2673, 2035, 2578, 3534, 1272, 2369, 3364, 3329, 2539, 3868, 2586, 3285, 3038, 3224, 3216, 5927, 2747, 2151, 2765, 2827, 4777, 2024, 2344, 4035, 2336, 1525, 2917, 2621, 1931, 2568, 3837, 1873, 4486, 1956, 2548, 3074, 3831, 2026, 796, 3584, 1589, 3294, 2670, 3852, 2757, 1381, 1521, 1003, 2500, 1755, 1247, 2638, 4028, 2031, 1362, 2459, 1920, 1490, 4772, 2213, 1935, 3552, 3429, 1669, 2811, 3164, 2823, 2434, 2582, 1497, 1384, 3041, 2865, 2102, 3468, 2692, 1689, 928, 3189, 1973]",9,279.9077849069,2650.6506024096,"[2309, 3241, 6035, 2780, 2673, 2035, 2578, 3534, 1272, 2369, 3364, 3329, 2539, 3868, 2586, 3285, 3038, 3224, 3216, 5927, 2747, 2151, 2765, 2827, 4777, 2024, 2344, 4035, 2336, 1525, 2917, 2621, 1931, 2568, 3837, 1873, 1956, 2548, 3074, 3831, 2026, 796, 3584, 1589, 3294, 2670, 3852, 2757, 1381, 1521, 1003, 2500, 1755, 1247, 2638, 4028, 2031, 1362, 2459, 1920, 1490, 4772, 2213, 1935, 3552, 3429, 1669, 2811, 3164, 2823, 2434, 2582, 1497, 1384, 3041, 2865, 2102, 3468, 2692, 1689, 928, 3189, 1973]",9,278.3666957875,"[8.830754   0.3653286  8.36203    0.10089503 0.867062   0.72199416
 1.9423544  1.6040292  4.3468103  1.179019   7.687282   2.610195
 3.820732   0.5259553  1.6725416  0.24409169 2.0608115 ]","[ 5.2905016   1.7695947  10.960407    0.5905869   0.9762315   7.849532
  1.3155054   3.1166756   4.876098    0.65324587  9.086101    3.6037078
  4.1853504   1.1359334   3.7455175   3.429555    1.2518172 ]","[6.670102   2.1307561  4.5507326  5.102913   2.0690064  0.00962359
 2.1591818  6.041083   2.5147274  3.9547899  4.480363   2.9367883
 6.2584324  1.8269479  1.9201301  2.0848715  4.316428   4.0484686
 4.947445   2.7670448  4.510212   1.8255873  5.1122503  3.7766154
 1.7391903  4.076805   5.33318    4.2910585  0.00970874 3.6241307
 2.2932038  5.8370266  2.0626395  3.7490592  1.9835782  2.621742
 2.926315   1.0628445  4.5278144  3.1891909  1.1861616  4.1762595
 3.3534577  4.439063   2.8122993  1.0378737  1.8923715  2.4523551
 3.7829528  1.6725576  4.206235   0.59763914 2.1241093  2.927322
 3.0307803  3.1040382  3.5740576  3.3988085  3.9002154  3.135609
 2.7465096  1.9295964  1.8182415  1.110081   2.0925312  3.5777383 ]","[6.670102  3.832364  4.987988  2.2469993 3.9699683 7.887698  4.1458106
 4.29688   3.8771276 2.7954726 5.5113354 2.2977986 4.9101744 3.054496
 1.0674808 4.3347836 2.566078  3.8357098]","[5.0478015  1.307229   4.155795   0.4967441  1.2570473  2.2053277
 1.0884259  1.5000091  0.77275276 2.2197895  3.7870667  0.525414
 1.0742226  1.4036411  0.14569986 0.86598927 0.03171968]","[1.3796005  2.0627694  5.9724193  1.6564124  2.9937367  0.03816605
 2.830305   1.1802042  0.9989705  2.1422267  3.5747652  1.3059092
 0.72482395 1.9185627  2.6780367  0.9052286  1.3142607 ]","[13.062719    3.6970077   9.723787    0.7206822   0.8966904   5.5850344
  3.0766025   3.4238172   6.075892    0.69195604 10.270018    5.833998
  7.0429893   1.2246667   3.7370207   4.1278      1.3623052 ]","[ 5.2905016   1.7695947  10.960407    0.5905869   0.9762315   7.849532
  1.3155054   3.1166756   4.876098    0.65324587  9.086101    3.6037078
  4.1853504   1.1359334   3.7455175   3.429555    1.2518172 ]","[6.670102   6.395933   6.383055   3.1040761  5.3623257  4.232315
 2.3994014  3.5613425  4.2641163  4.1943154  2.5159497  2.9067764
 2.368891   2.7088008  6.2023444  2.4553413  4.28722    4.6302385
 0.6088147  3.1068633  2.0630956  3.972929   2.5850692  4.7947764
 6.1091413  0.6904005  0.05288947 3.548948   2.6857722  4.5377994
 3.982413   4.67914    3.9600258  1.0085192  1.6489125  0.01641896
 2.1448076  4.284356   4.5201416  4.2375565  2.3352752  3.0311213
 7.212401   4.378396   3.6870763  3.8595185  2.9297945  5.592365
 0.7309431  4.9253926  3.43719    1.3832283  5.064517   2.5640807
 5.0419416 ]","[6.670102  3.832364  4.987988  2.2469993 3.9699683 7.887698  4.1458106
 4.29688   3.8771276 2.7954726 5.5113354 2.2977986 4.9101744 3.054496
 1.0674808 4.3347836 2.566078  3.8357098]","[8.778363   0.82313395 5.486231   1.614593   2.134431   1.6273665
 1.3017936  0.26325917 2.2163734  2.2378385  4.677653   5.103055
 2.1175966  2.2125235  2.3537924  0.93671703 1.2017756 ]","[1.3796005  2.0627694  5.9724193  1.6564124  2.9937367  0.03816605
 2.830305   1.1802042  0.9989705  2.1422267  3.5747652  1.3059092
 0.72482395 1.9185627  2.6780367  0.9052286  1.3142607 ]"
2_0,17_1,7205.6785714286,"[8033, 10881, 10288, 7744, 10003, 6976, 4335, 7023, 6871, 7933, 8714, 6010, 9641, 6754, 5902, 4666, 4554, 9727, 7337, 8073, 6020, 8235, 6164, 6012, 13048, 10239, 5519, 5457, 3687, 4908, 7208, 8287, 4737, 6624, 14875, 7546, 6304, 2253, 7284, 14739, 8671, 6718, 2739, 9944, 4311, 4682, 5530, 8177, 4928, 5662, 4949, 4950, 7633, 7139, 7757, 5407, 9118, 7252, 10673, 7525, 5851, 11341, 6940, 6102, 10229, 9160, 11400, 7065, 10314, 4844, 3720, 5303, 8418, 6127, 4978, 11335, 5446, 3840, 7390, 6462, 4155, 8156, 8865, 3460]",25,299.6745001236,6711.0135135135,"[8033, 10881, 7744, 10003, 6976, 4335, 7023, 6871, 7933, 8714, 6010, 9641, 6754, 5902, 4666, 4554, 9727, 7337, 8073, 6020, 8235, 6164, 6012, 10239, 5519, 5457, 3687, 4908, 7208, 8287, 4737, 6624, 7546, 6304, 2253, 7284, 8671, 6718, 2739, 9944, 4311, 4682, 5530, 4928, 5662, 4949, 4950, 7633, 7139, 7757, 5407, 9118, 7252, 10673, 7525, 5851, 6940, 6102, 10229, 9160, 11400, 7065, 4844, 3720, 5303, 4978, 5446, 3840, 7390, 6462, 4155, 8156, 8865, 3460]",26,285.2461302862,"[6.5468559e+00 3.3713155e+00 2.7708559e+00 2.0896886e-01 1.8925502e+00
 6.4711103e+00 9.3998194e+00 3.8506844e+00 6.6486421e+00 2.1755901e-01
 2.2403643e+00 5.0101056e+00 9.2449802e-01 1.0993229e+01 5.1893053e+00
 6.4627153e-01 2.2427368e+00 7.9478235e+00 1.4125514e+00 5.0517941e-01
 1.8812262e+00 3.5769066e-01 2.2584143e+00 2.2503891e+00 8.9825338e-01
 1.8778198e+00 7.3544316e-02 9.6316844e-01 4.5285554e+00 7.5687866e+00
 1.9218436e-01 6.8370209e+00 1.5293187e+00 3.1988926e+00 4.1869593e+00
 8.7607694e-01 1.3897012e+00 4.2043037e+00 4.0555689e-01 3.0094404e+00
 4.2571902e+00 7.5478671e-04 4.6541393e-01]","[6.5468559e+00 3.3713155e+00 2.7708559e+00 2.0896886e-01 1.8925502e+00
 6.4711103e+00 9.3998194e+00 3.8506844e+00 6.6486421e+00 2.1755901e-01
 2.2403643e+00 5.0101056e+00 9.2449802e-01 1.0993229e+01 5.1893053e+00
 6.4627153e-01 2.2427368e+00 7.9478235e+00 1.4125514e+00 5.0517941e-01
 1.8812262e+00 3.5769066e-01 2.2584143e+00 2.2503891e+00 8.9825338e-01
 1.8778198e+00 7.3544316e-02 9.6316844e-01 4.5285554e+00 7.5687866e+00
 1.9218436e-01 6.8370209e+00 1.5293187e+00 3.1988926e+00 4.1869593e+00
 8.7607694e-01 1.3897012e+00 4.2043037e+00 4.0555689e-01 3.0094404e+00
 4.2571902e+00 7.5478671e-04 4.6541393e-01]","[6.6701021e+00 6.5356998e+00 1.8497967e+00 1.4449658e+00 5.9138017e+00
 7.8664351e+00 5.9245944e+00 5.0561266e+00 4.6864009e+00 1.0051751e+00
 4.7056079e+00 5.8492846e+00 3.3592691e+00 5.2101336e+00 5.7609515e+00
 2.0820031e+00 4.8335896e+00 4.4752588e+00 2.4455318e+00 2.9451435e+00
 2.2383580e+00 1.5222538e+00 2.4274802e+00 2.4693871e+00 2.1873317e+00
 2.8475235e+00 4.6191615e-01 1.5755037e+00 2.0635176e+00 6.0033274e+00
 1.1806891e+00 5.3400931e+00 4.0433102e+00 4.2367287e+00 5.6446900e+00
 3.5231922e+00 3.3651981e+00 4.6519127e+00 2.0405540e+00 6.1170020e+00
 1.6611559e+00 6.8815420e-03 2.1807985e+00 3.8208108e+00]","[6.6701021e+00 6.5356998e+00 1.8497967e+00 1.4449658e+00 5.9138017e+00
 7.8664351e+00 5.9245944e+00 5.0561266e+00 4.6864009e+00 1.0051751e+00
 4.7056079e+00 5.8492846e+00 3.3592691e+00 5.2101336e+00 5.7609515e+00
 2.0820031e+00 4.8335896e+00 4.4752588e+00 2.4455318e+00 2.9451435e+00
 2.2383580e+00 1.5222538e+00 2.4274802e+00 2.4693871e+00 2.1873317e+00
 2.8475235e+00 4.6191615e-01 1.5755037e+00 2.0635176e+00 6.0033274e+00
 1.1806891e+00 5.3400931e+00 4.0433102e+00 4.2367287e+00 5.6446900e+00
 3.5231922e+00 3.3651981e+00 4.6519127e+00 2.0405540e+00 6.1170020e+00
 1.6611559e+00 6.8815420e-03 2.1807985e+00 3.8208108e+00]","[0.12324619 3.1643844  0.92105925 1.235997   4.0212517  1.3953247
 3.475225   1.2054422  1.9622412  0.78761613 2.4652436  0.83917904
 2.434771   5.7830954  0.5716462  1.4357316  2.5908527  3.4725647
 1.0329804  2.439964   0.35713184 1.1645631  0.16906595 0.21899796
 1.2890782  0.9697037  0.38837183 0.61233526 2.4650378  1.5654593
 0.98850477 1.4969277  2.5139914  1.0378361  1.4577308  2.6471152
 1.9754969  0.44760895 1.6349971  3.1075616  2.5960343  0.00612676
 1.7153846 ]","[0.12324619 3.1643844  0.92105925 1.235997   4.0212517  1.3953247
 3.475225   1.2054422  1.9622412  0.78761613 2.4652436  0.83917904
 2.434771   5.7830954  0.5716462  1.4357316  2.5908527  3.4725647
 1.0329804  2.439964   0.35713184 1.1645631  0.16906595 0.21899796
 1.2890782  0.9697037  0.38837183 0.61233526 2.4650378  1.5654593
 0.98850477 1.4969277  2.5139914  1.0378361  1.4577308  2.6471152
 1.9754969  0.44760895 1.6349971  3.1075616  2.5960343  0.00612676
 1.7153846 ]","[1.2361576e+01 7.1580954e+00 1.9310712e+00 4.2541310e-01 1.8416551e+00
 8.0312824e+00 7.2774844e+00 3.6681910e+00 6.5731521e+00 5.2425522e-01
 2.3883672e+00 4.4434748e+00 9.3124247e-01 1.1082012e+01 5.7754736e+00
 9.2383891e-01 2.5152385e+00 8.0549583e+00 1.3276094e+00 3.0766150e-01
 1.6218090e+00 2.2380881e-01 2.6499062e+00 2.6754038e+00 8.3945453e-01
 2.1452577e+00 6.9319010e-02 1.1592140e+00 4.0043726e+00 7.6089191e+00
 1.5277876e-01 7.4265718e+00 1.5652976e+00 3.1072307e+00 4.3737373e+00
 1.0502062e+00 1.5558077e+00 3.8633595e+00 4.2854682e-01 3.0402107e+00
 3.8352070e+00 8.3566550e-04 5.6231689e-01]","[6.5468559e+00 3.3713155e+00 2.7708559e+00 2.0896886e-01 1.8925502e+00
 6.4711103e+00 9.3998194e+00 3.8506844e+00 6.6486421e+00 2.1755901e-01
 2.2403643e+00 5.0101056e+00 9.2449802e-01 1.0993229e+01 5.1893053e+00
 6.4627153e-01 2.2427368e+00 7.9478235e+00 1.4125514e+00 5.0517941e-01
 1.8812262e+00 3.5769066e-01 2.2584143e+00 2.2503891e+00 8.9825338e-01
 1.8778198e+00 7.3544316e-02 9.6316844e-01 4.5285554e+00 7.5687866e+00
 1.9218436e-01 6.8370209e+00 1.5293187e+00 3.1988926e+00 4.1869593e+00
 8.7607694e-01 1.3897012e+00 4.2043037e+00 4.0555689e-01 3.0094404e+00
 4.2571902e+00 7.5478671e-04 4.6541393e-01]","[6.670102   5.2610784  2.5498924  4.6593523  6.108596   4.4970765
 1.4226929  4.082294   2.4823499  1.5129044  5.9372797  1.6363797
 5.1945724  3.116042   5.3893113  4.066423   0.62163115 2.6964293
 5.107625   2.584805   2.8014505  4.4247084  5.1701946  2.1628919
 2.1110687  5.1781397  6.3616896  5.8636227  4.8907757  5.5244026
 1.7674654  4.6665125  5.799787   3.2308736  5.586449   5.71395
 2.4780285  5.3216577  4.738427   2.3748534  1.947106   2.187911
 1.1042155  1.988234   2.376561   2.177984   2.8658073  0.45281434
 1.8289784  2.3281524  6.5385118  0.9813814  5.8361855  4.198521
 4.483445   5.872916   3.999668   3.4860673  4.5281777  2.1416755
 6.078724   1.9713876  0.00767947 2.700676   4.4884524 ]","[6.6701021e+00 6.5356998e+00 1.8497967e+00 1.4449658e+00 5.9138017e+00
 7.8664351e+00 5.9245944e+00 5.0561266e+00 4.6864009e+00 1.0051751e+00
 4.7056079e+00 5.8492846e+00 3.3592691e+00 5.2101336e+00 5.7609515e+00
 2.0820031e+00 4.8335896e+00 4.4752588e+00 2.4455318e+00 2.9451435e+00
 2.2383580e+00 1.5222538e+00 2.4274802e+00 2.4693871e+00 2.1873317e+00
 2.8475235e+00 4.6191615e-01 1.5755037e+00 2.0635176e+00 6.0033274e+00
 1.1806891e+00 5.3400931e+00 4.0433102e+00 4.2367287e+00 5.6446900e+00
 3.5231922e+00 3.3651981e+00 4.6519127e+00 2.0405540e+00 6.1170020e+00
 1.6611559e+00 6.8815420e-03 2.1807985e+00 3.8208108e+00]","[7.9368677e+00 1.9879007e+00 2.3182070e-01 1.6856556e+00 3.3364844e+00
 1.6695929e+00 1.4138618e+00 1.2225847e+00 1.0487494e+00 1.2432101e+00
 2.2781453e+00 1.3563123e+00 2.2996311e+00 5.4955630e+00 6.1523438e-02
 1.5541897e+00 2.8064191e+00 3.3165312e+00 1.0472440e+00 1.6394445e+00
 5.6610203e-01 8.8040668e-01 6.6167212e-01 2.9884291e-01 1.3385295e+00
 7.2054958e-01 3.8349533e-01 6.6976440e-01 1.6762202e+00 1.0704074e+00
 8.2860267e-01 1.5903864e+00 2.6332235e+00 1.3762145e+00 1.4991789e+00
 2.9494617e+00 1.9302596e+00 6.6481829e-01 1.7131287e+00 3.0385132e+00
 1.8638194e+00 6.8438058e-03 2.1383591e+00]","[0.12324619 3.1643844  0.92105925 1.235997   4.0212517  1.3953247
 3.475225   1.2054422  1.9622412  0.78761613 2.4652436  0.83917904
 2.434771   5.7830954  0.5716462  1.4357316  2.5908527  3.4725647
 1.0329804  2.439964   0.35713184 1.1645631  0.16906595 0.21899796
 1.2890782  0.9697037  0.38837183 0.61233526 2.4650378  1.5654593
 0.98850477 1.4969277  2.5139914  1.0378361  1.4577308  2.6471152
 1.9754969  0.44760895 1.6349971  3.1075616  2.5960343  0.00612676
 1.7153846 ]"
